0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
4.166666666666666435e-02,-4.259984009807626636e-07
6.250000000000000000e-02,-4.812933671012325144e-06
8.333333333333332871e-02,-1.772899220508965547e-05
1.041666666666666574e-01,-4.366345586079951950e-05
1.250000000000000000e-01,-9.143403418411363479e-05
1.458333333333333148e-01,-1.676536805515714253e-04
1.666666666666666574e-01,-2.784838127545696427e-04
1.875000000000000000e-01,-4.377161231916083307e-04
2.083333333333333148e-01,-6.485227142157982743e-04
2.291666666666666574e-01,-9.182216140656364366e-04
2.500000000000000000e-01,-1.265749749487816685e-03
2.708333333333333148e-01,-1.681363321229019251e-03
2.916666666666666297e-01,-2.179952050255484861e-03
3.125000000000000000e-01,-2.784736617927326824e-03
3.333333333333333148e-01,-3.455167108491455277e-03
3.541666666666666297e-01,-4.237102165821794199e-03
3.750000000000000000e-01,-5.152069332928794348e-03
3.958333333333333148e-01,-6.088338730727797278e-03
4.166666666666666297e-01,-7.198396876530795997e-03
4.375000000000000000e-01,-8.448772172737702840e-03
4.583333333333333148e-01,-9.610681688749128301e-03
4.791666666666666297e-01,-1.111705508528968225e-02
5.000000000000000000e-01,-1.266715169519102256e-02
5.208333333333332593e-01,-1.393813967802387706e-02
5.416666666666666297e-01,-1.602172854253959902e-02
5.625000000000000000e-01,-1.778060997569178708e-02
5.833333333333332593e-01,-1.880056195147644313e-02
6.041666666666666297e-01,-2.070014547918867798e-02
6.250000000000000000e-01,-2.248542239199420242e-02
6.458333333333332593e-01,-2.312251258206963686e-02
6.666666666666666297e-01,-2.424049613810550299e-02
6.875000000000000000e-01,-2.696204113451618548e-02
7.083333333333332593e-01,-2.963038943423830160e-02
7.291666666666666297e-01,-3.061325359756363051e-02
7.500000000000000000e-01,-3.145668974821758113e-02
7.708333333333332593e-01,-3.452588234005460333e-02
7.916666666666666297e-01,-3.861951154240775286e-02
8.125000000000000000e-01,-4.143339819490431813e-02
8.333333333333332593e-01,-4.418619500596783489e-02
8.541666666666666297e-01,-4.918283130853765006e-02
8.750000000000000000e-01,-5.513197908240356770e-02
8.958333333333332593e-01,-5.966239897336043929e-02
9.166666666666666297e-01,-6.383882736712150063e-02
9.375000000000000000e-01,-6.919130851631473400e-02
9.583333333333332593e-01,-7.416846294939030693e-02
9.791666666666666297e-01,-7.630982154186333188e-02
1.000000000000000000e+00,-7.688165456395831820e-02
1.020833333333333259e+00,-7.820775334400359435e-02
1.041666666666666519e+00,-7.922238289121036336e-02
1.062500000000000000e+00,-7.840629982748022198e-02
1.083333333333333259e+00,-7.738034041341881886e-02
1.104166666666666519e+00,-7.845079297038701216e-02
1.125000000000000000e+00,-8.046182762206584294e-02
1.145833333333333259e+00,-8.109604377909387929e-02
1.166666666666666519e+00,-8.157398771462433251e-02
1.187500000000000000e+00,-8.417265194525419547e-02
1.208333333333333259e+00,-8.770010528518268345e-02
1.229166666666666519e+00,-8.979505012629718230e-02
1.250000000000000000e+00,-9.172562651910784459e-02
1.270833333333333259e+00,-9.570487017393708440e-02
1.291666666666666519e+00,-1.004916713077883550e-01
1.312500000000000000e+00,-1.037322846700312745e-01
1.333333333333333259e+00,-1.066143462640918443e-01
1.354166666666666519e+00,-1.108366199972359023e-01
1.375000000000000000e+00,-1.149657588028422245e-01
1.395833333333333259e+00,-1.166693892677680283e-01
1.416666666666666519e+00,-1.171379600942575872e-01
1.437500000000000000e+00,-1.186334125369000597e-01
1.458333333333333259e+00,-1.199430252060950386e-01
1.479166666666666519e+00,-1.186925721937076988e-01
1.500000000000000000e+00,-1.161633260014379859e-01
1.520833333333333259e+00,-1.146786528772803793e-01
1.541666666666666519e+00,-1.133381138141216077e-01
1.562500000000000000e+00,-1.109739913646443366e-01
1.583333333333333259e+00,-1.092475187635379708e-01
1.604166666666666519e+00,-1.098472845284767518e-01
1.625000000000000000e+00,-1.113166181726523984e-01
1.645833333333333259e+00,-1.113056097767452790e-01
1.666666666666666519e+00,-1.111065780620257987e-01
1.687500000000000000e+00,-1.130106529204012306e-01
1.708333333333333259e+00,-1.158200975928506266e-01
1.729166666666666519e+00,-1.171711196619060896e-01
1.750000000000000000e+00,-1.182932958604052259e-01
1.770833333333333259e+00,-1.214454357868718914e-01
1.791666666666666519e+00,-1.254238133045832426e-01
1.812500000000000000e+00,-1.278791080921486967e-01
1.833333333333333259e+00,-1.301000385045303631e-01
1.854166666666666519e+00,-1.343784971354436142e-01
1.875000000000000000e+00,-1.395208161411596037e-01
1.895833333333333259e+00,-1.431703580864037428e-01
1.916666666666666519e+00,-1.466028807566227832e-01
1.937500000000000000e+00,-1.521162861254489185e-01
1.958333333333333259e+00,-1.585299795513356591e-01
1.979166666666666519e+00,-1.635336955118187052e-01
2.000000000000000000e+00,-1.682000792936317601e-01
2.020833333333333037e+00,-1.732372563405304156e-01
2.041666666666666519e+00,-1.770432837359951495e-01
2.062500000000000000e+00,-1.795554557142392538e-01
2.083333333333333037e+00,-1.825988810220833258e-01
2.104166666666666519e+00,-1.849469781955808967e-01
2.125000000000000000e+00,-1.845561324915203638e-01
2.145833333333333037e+00,-1.827353689310292906e-01
